"task","field_name","detected_type","appears_in_tables","table_count","non_null_rows","total_rows","coverage_pct","sample_values","description"
"rdm","rdm_direction","integer","continuous_events | continuous_frame_summary",2,634,934,67.88,"0 | 180 | 208","Flattened scalar from continuous event rdm object."
"rdm","rdm_dot_color","character","continuous_events | continuous_frame_summary",2,634,934,67.88,"#ffffff","Flattened scalar from continuous event rdm object."
"rdm","rdm_dot_size","integer","continuous_events | continuous_frame_summary",2,634,934,67.88,"4","Flattened scalar from continuous event rdm object."
"rdm","rdm_duration","integer","continuous_events | continuous_frame_summary",2,634,934,67.88,"30 | 90","Flattened scalar from continuous event rdm object."
"rdm","rdm_experiment_type","character","continuous_events | continuous_frame_summary",2,634,934,67.88,"continuous","Flattened scalar from continuous event rdm object."
"rdm","rdm_fixation_duration","integer","continuous_events | continuous_frame_summary",2,634,934,67.88,"500","Flattened scalar from continuous event rdm object."
"rdm","rdm_frame_rate","integer","continuous_events | continuous_frame_summary",2,634,934,67.88,"60","Flattened scalar from continuous event rdm object."
"rdm","rdm_inter_trial_interval","integer","continuous_events | continuous_frame_summary",2,634,934,67.88,"1200 | 1500","Flattened scalar from continuous event rdm object."
"rdm","rdm_lifetime_frames","numeric","continuous_events | continuous_frame_summary",2,634,934,67.88,"7.4272729901125 | 7.49486697471951 | 3.24260807328128","Flattened scalar from continuous event rdm object."
"rdm","rdm_noise_type","character","continuous_events | continuous_frame_summary",2,634,934,67.88,"random_direction","Flattened scalar from continuous event rdm object."
"rdm","rdm_response_deadline","integer","continuous_events | continuous_frame_summary",2,634,934,67.88,"2500","Flattened scalar from continuous event rdm object."
"rdm","rdm_sampling_mode","character","continuous_events | continuous_frame_summary",2,634,934,67.88,"per-trial","Flattened scalar from continuous event rdm object."
"rdm","rdm_shape","character","continuous_events | continuous_frame_summary",2,634,934,67.88,"circle","Flattened scalar from continuous event rdm object."
"rdm","rdm_show_aperture_outline","logical","continuous_events | continuous_frame_summary",2,634,934,67.88,"FALSE | TRUE","Flattened scalar from continuous event rdm object."
"rdm","rdm_speed","integer","continuous_events | continuous_frame_summary",2,634,934,67.88,"1 | 6","Flattened scalar from continuous event rdm object."
"rdm","rdm_stimulus_duration","numeric","continuous_events | continuous_frame_summary",2,634,934,67.88,"1500 | 2500 | 1982.7114585857","Flattened scalar from continuous event rdm object."
"rdm","rdm_total_dots","integer","continuous_events | continuous_frame_summary",2,634,934,67.88,"150","Flattened scalar from continuous event rdm object."
"rdm","rdm_type","character","continuous_events | continuous_frame_summary",2,634,934,67.88,"rdm-trial","Flattened scalar from continuous event rdm object."
"rdm","rdm_update_interval","integer","continuous_events | continuous_frame_summary",2,634,934,67.88,"16","Flattened scalar from continuous event rdm object."
"rdm","response","character","all_trials",1,22,581,3.79,"Enter | {""q1"":""On Task""} | {""q1"":""1 – On task"",""q2"":null}","Raw response field from trial row."
"rdm","response_angle_deg","numeric","all_trials | continuous_events | continuous_frame_summary",3,891,1515,58.81,"212.824513685435 | 237.809248740247 | 77.2424678391233","Participant response direction in degrees."
"rdm","response_end_condition_on_response","logical","continuous_events | continuous_frame_summary",2,634,934,67.88,"FALSE","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_feedback_arrow_color_mode","character","continuous_events | continuous_frame_summary",2,148,934,15.85,"neutral","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_feedback_arrow_correct_color","character","continuous_events | continuous_frame_summary",2,148,934,15.85,"#5cff8a","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_feedback_arrow_custom_color","character","continuous_events | continuous_frame_summary",2,148,934,15.85,"#93a3b8","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_feedback_arrow_incorrect_color","character","continuous_events | continuous_frame_summary",2,148,934,15.85,"#ff5c5c","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_feedback_arrow_line_width_px","numeric","continuous_events | continuous_frame_summary",2,148,934,15.85,"3.5","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_feedback_arrow_neutral_color","character","continuous_events | continuous_frame_summary",2,148,934,15.85,"#feffc2","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_feedback_arrow_size_px","integer","continuous_events | continuous_frame_summary",2,148,934,15.85,"8","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_feedback_duration_ms","integer","continuous_events | continuous_frame_summary",2,628,934,67.24,"500","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_feedback_enabled","logical","continuous_events | continuous_frame_summary",2,628,934,67.24,"TRUE","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_feedback_type","character","continuous_events | continuous_frame_summary",2,628,934,67.24,"arrow","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_key","character","all_trials | continuous_events | continuous_frame_summary",3,69,1515,4.55,"j | f","Raw response key/button identifier."
"rdm","response_key_mapping_f","character","continuous_events | continuous_frame_summary",2,6,934,0.64,"left","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_key_mapping_j","character","continuous_events | continuous_frame_summary",2,6,934,0.64,"right","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_mouse_response_accuracy_slack_deg","integer","continuous_events | continuous_frame_summary",2,148,934,15.85,"0","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_mouse_response_enabled","logical","continuous_events | continuous_frame_summary",2,628,934,67.24,"TRUE","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_mouse_response_mode","character","continuous_events | continuous_frame_summary",2,628,934,67.24,"aperture-segments","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_mouse_response_segments","integer","continuous_events | continuous_frame_summary",2,628,934,67.24,"12","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_mouse_response_selection_mode","character","continuous_events | continuous_frame_summary",2,628,934,67.24,"click","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_mouse_response_start_angle_deg","integer","continuous_events | continuous_frame_summary",2,628,934,67.24,"0","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_require_response","logical","continuous_events | continuous_frame_summary",2,634,934,67.88,"TRUE","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_response_device","character","continuous_events | continuous_frame_summary",2,634,934,67.88,"keyboard | mouse","Flattened scalar from response object (trial-level or continuous event-level)."
"rdm","response_segment_index","integer","all_trials | continuous_events | continuous_frame_summary",3,891,1515,58.81,"7 | 2 | 3","Selected segment index in segmented response modes."
"rdm","response_side","character","all_trials | continuous_events | continuous_frame_summary",3,900,1515,59.41,"right | left","Participant chosen side/category label."
"rdm","rt_ms","numeric","all_trials | continuous_events | continuous_frame_summary",3,1042,1515,68.78,"568 | 8385 | 2560","Response time in milliseconds for this trial/event."
"rdm","run_session_id","character","all_trials | continuous_events | continuous_frame_summary",3,1507,1515,99.47,"07eb0fb3-9d05-4b6c-8703-4d59d9567281 | 1c4ff8cf-202b-42c8-912e-2d064adbeba8 | 2ad53a4d-f9e9-41f6-bb07-0cc2a71d28e9","Run session UUID from portal wrapper when present."
"rdm","run_status","character","all_trials | continuous_events | continuous_frame_summary",3,1507,1515,99.47,"completed","Run completion status from portal wrapper."
"rdm","source_format","character","all_trials | continuous_events | continuous_frame_summary",3,1515,1515,100,"jspsych-array | cogflow-run-json-wrapper | cogflow-run-csv","Detected source envelope format (wrapper/json/csv/jsPsych array)."
"rdm","started_at","character","all_trials | continuous_events | continuous_frame_summary",3,130,1515,8.58,"2026-04-15T05:47:37.970943Z | 2026-04-20T18:53:41.254577Z | 2026-04-15T13:40:34.783294Z","Run start timestamp from wrapper."
"rdm","stimulus","character","all_trials",1,48,581,8.26,"<div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p>This experi | <div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p>This experi | <div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p style='text","Stimulus content captured in trial row."
"rdm","study_slug","character","all_trials | continuous_events | continuous_frame_summary",3,1377,1515,90.89,"soc-sart-test-2 | soc-test-1 | rdm-test-0001","Study slug/code from portal wrapper when present."
"rdm","survey_responses_json","json-string","all_trials",1,16,581,2.75,"{""q1"":""On Task""} | {""q1"":""1 – On task"",""q2"":null} | {""q1"":""2 - Task-related interference"",""q2"":null}","Survey responses encoded as JSON string."
"rdm","t_ms","integer","continuous_events | continuous_frame_summary",2,934,934,100,"705 | 2509 | 3120","Event timestamp in milliseconds relative to segment/task timeline."
"rdm","task_type","character","all_trials | continuous_events | continuous_frame_summary",3,1515,1515,100,"soc-dashboard | rdm | gabor","Task type label attached to trial (or envelope fallback)."
"rdm","time_elapsed","integer","all_trials",1,331,581,56.97,"12002 | 12804 | 12803","Elapsed time since task/run start at this row."
"rdm","trial__block_index","integer","all_trials",1,60,581,10.33,"0 | 1 | 2","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial__block_source_index","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial__generated_from_block","logical","all_trials",1,60,581,10.33,"TRUE","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_accuracy","logical","all_trials",1,60,581,10.33,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_active_app","character","all_trials",1,15,581,2.58,"tasks","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_adaptive_mode","character","all_trials",1,60,581,10.33,"quest","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_adaptive_parameter","character","all_trials",1,60,581,10.33,"contrast","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_adaptive_value","numeric","all_trials",1,60,581,10.33,"0.438424067747088 | 0.432666674985725 | 0.42699709566055","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_clicks","json-string","all_trials",1,3,581,0.52,"[{""x"":460,""y"":139.75,""t_ms"":901.3999999910593,""object_hit"":true,""object_idx"":4},{""x"":544,""y"":155.75,""t_ms"":1297.59999999 | [{""x"":599,""y"":463.75,""t_ms"":797.3999999910593,""object_hit"":true,""object_idx"":1},{""x"":616,""y"":422.75,""t_ms"":1073.39999999 | [{""x"":184,""y"":23.75,""t_ms"":846.2999999970198,""object_hit"":false,""object_idx"":-1},{""x"":205,""y"":55.75,""t_ms"":1259,""object_","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_code","character","all_trials",1,437,581,75.22,"soc-sart-test-2 | soc-test-1 | sart-feedback","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_config_id","character","all_trials",1,331,581,56.97,"sample_soc_mw_probe_smoke | soc-sart-test-2 | v2026-05-05","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_correct","logical","all_trials",1,75,581,12.91,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_correct_key","character","all_trials",1,60,581,10.33,"j | f","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_correctness","logical","all_trials",1,60,581,10.33,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_cue_delay_ms","integer","all_trials",1,60,581,10.33,"157 | 127 | 106","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_digit","integer","all_trials",1,15,581,2.58,"3 | 9 | 7","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_distractor_orientation_deg","integer","all_trials",1,60,581,10.33,"90 | 0","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_correct","logical","all_trials",1,214,581,36.83,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_event","character","all_trials",1,36,581,6.2,"start | stop","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_key","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_onset_iso","character","all_trials",1,214,581,36.83,"2026-04-17T02:14:43.075Z | 2026-04-17T02:14:45.460Z | 2026-04-17T02:14:48.310Z","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_onset_ms","numeric","all_trials",1,214,581,36.83,"4665 | 7049.40000009537 | 9899.30000007153","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_onset_unix_ms","integer","all_trials",1,214,581,36.83,"1776392083075 | 1776392085460 | 1776392088310","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_paused_during_choice_phase","logical","all_trials",1,3,581,0.52,"FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_responded","logical","all_trials",1,214,581,36.83,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_response_count","integer","all_trials",1,214,581,36.83,"1 | 0","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_response_key","character","all_trials",1,214,581,36.83,"space","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_rt_ms","numeric","all_trials",1,188,581,32.36,"308.700000047684 | 357.299999952316 | 351.399999976158","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_segment_id","character","all_trials",1,250,581,43.03,"drt_1 | drt_2 | drt_3","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_segment_label","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_settings_drt_display_mode","character","all_trials",1,18,581,3.1,"screen_border","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_settings_location","character","all_trials",1,18,581,3.1,"top-right","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_settings_max_iti_ms","integer","all_trials",1,18,581,3.1,"4000","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_settings_max_rt_ms","integer","all_trials",1,18,581,3.1,"2500","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_settings_min_iti_ms","integer","all_trials",1,18,581,3.1,"2000","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_settings_min_rt_ms","integer","all_trials",1,18,581,3.1,"100","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_settings_response_key","character","all_trials",1,18,581,3.1,"space","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_settings_segment_label","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_settings_size_percent_of_screen","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_settings_size_px","integer","all_trials",1,18,581,3.1,"18 | 30","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_settings_stimulus_color","character","all_trials",1,18,581,3.1,"#ff3b3b","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_settings_stimulus_duration_ms","integer","all_trials",1,18,581,3.1,"1000","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_settings_stimulus_type","character","all_trials",1,18,581,3.1,"square","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_stimulus_index","integer","all_trials",1,214,581,36.83,"1 | 2 | 3","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_drt_trial_number","integer","all_trials",1,214,581,36.83,"1 | 2 | 3","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_end_reason","character","all_trials | continuous_events | continuous_frame_summary",3,994,1515,65.61,"response | completed","Continuous trial-level end reason."
"rdm","trial_ended_reason","character","all_trials",1,69,581,11.88,"timeout | end_key | submit","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_experiment_type","character","all_trials",1,291,581,50.09,"continuous | trial-based","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_frames_count","integer","all_trials",1,20,581,3.44,"3 | 20 | 19","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_index","integer","all_trials | continuous_events | continuous_frame_summary",3,1265,1515,83.5,"0 | 1 | 2","Sequential trial index in the exported timeline."
"rdm","trial_is_nogo","logical","all_trials",1,15,581,2.58,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_left_value","character","all_trials",1,60,581,10.33,"neutral","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_no_response","logical","all_trials",1,60,581,10.33,"FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_nogo_digit","integer","all_trials",1,15,581,2.58,"3","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_num_correct","integer","all_trials",1,3,581,0.52,"2 | 3 | 4","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_num_false_alarms","integer","all_trials",1,3,581,0.52,"2 | 1 | 0","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_num_missed","integer","all_trials",1,3,581,0.52,"2 | 1 | 0","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_num_objects","integer","all_trials",1,3,581,0.52,"8","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_num_targets","integer","all_trials",1,3,581,0.52,"4","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_phase_at_watchdog","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_plugin_type","character","all_trials",1,581,581,100,"soc-dashboard | html-keyboard-response | gabor-trial","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_plugin_version","character","all_trials",1,331,581,56.97,"0.6.7 | 2.1.0 | 1.0.0","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_probe_object_index","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_probe_object_is_target","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_recognition_correct","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_recognition_is_yes","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_recognition_probe_count","integer","all_trials",1,3,581,0.52,"0","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_recognition_probe_indices","json-string","all_trials",1,3,581,0.52,"[]","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_recognition_response","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_recognition_response_key","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_recognition_trials","json-string","all_trials",1,3,581,0.52,"[]","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_render_error_message","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_response","character","all_trials",1,6,581,1.03,"Enter","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_response_key","character","all_trials",1,60,581,10.33,"j | f","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_response_registered","logical","all_trials",1,60,581,10.33,"TRUE","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_response_task","character","all_trials",1,60,581,10.33,"discriminate_tilt","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_responses_mw_focus","character","all_trials",1,1,581,0.17,"On Task","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_responses_q1","character","all_trials",1,15,581,2.58,"On Task | 1 – On task | 2 - Task-related interference","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_responses_q2","character","all_trials",1,3,581,0.52,"3 - Neither positive nor negative | 2 - Negative","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_reward_base_points","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_reward_bonus_points","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_reward_points_awarded","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_reward_rt_tier","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_reward_scoring_mode","character","all_trials",1,60,581,10.33,"tiered","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_reward_target_value","character","all_trials",1,60,581,10.33,"neutral","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_right_value","character","all_trials",1,60,581,10.33,"neutral","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_rt","integer","all_trials",1,48,581,8.26,"568 | 8385 | 2560","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_rt_first_response_ms","numeric","all_trials",1,3,581,0.52,"901.399999991059 | 797.399999991059 | 846.29999999702","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_rt_ms","integer","all_trials",1,91,581,15.66,"500 | 849 | 677","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_segment_index","integer","all_trials",1,20,581,3.44,"1 | 2 | 3","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_selected_objects","json-string","all_trials",1,3,581,0.52,"[4,6,3,0] | [1,5,3,6] | [5,2,1,4]","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_source_component_identity","character","all_trials",1,40,581,6.88,"gabor-trial@1.1 | gabor-trial@1.0","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_source_component_label","mostly-empty","all_trials",1,0,581,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_source_component_type","character","all_trials",1,40,581,6.88,"gabor-trial","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_source_timeline_path_text","numeric","all_trials",1,40,581,6.88,"1.1 | 1.0","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_spatial_cue","character","all_trials",1,60,581,10.33,"none","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_stimulus","character","all_trials",1,48,581,8.26,"<div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p>This experi | <div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p>This experi | <div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p style='text","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_target_location","character","all_trials",1,60,581,10.33,"right | left","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_target_present","logical","all_trials",1,60,581,10.33,"TRUE","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_target_tilt_deg","integer","all_trials",1,60,581,10.33,"45 | -45","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_task_type","character","all_trials",1,581,581,100,"soc-dashboard | rdm | gabor","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_time_elapsed","integer","all_trials",1,331,581,56.97,"12002 | 12804 | 12803","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_trial_index","integer","all_trials",1,331,581,56.97,"0 | 1 | 2","Flattened scalar copied from raw trial payload (trial.*)."
"rdm","trial_trial_row_index","integer","all_trials",1,130,581,22.38,"0 | 1 | 2","Flattened scalar copied from raw trial payload (trial.*)."
