"task","field_name","detected_type","appears_in_tables","table_count","non_null_rows","total_rows","coverage_pct","sample_values","description"
"sart","trial_code","character","all_trials | sart_trials",2,456,600,76,"soc-sart-test-2 | soc-test-1 | sart-feedback","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_config_id","character","all_trials | sart_trials",2,350,600,58.33,"sample_soc_mw_probe_smoke | soc-sart-test-2 | v2026-05-05","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_correct","logical","all_trials | sart_trials",2,90,600,15,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_correct_key","character","all_trials | sart_trials",2,60,600,10,"j | f","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_correctness","logical","all_trials | sart_trials",2,60,600,10,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_cue_delay_ms","integer","all_trials | sart_trials",2,60,600,10,"157 | 127 | 106","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_digit","integer","all_trials | sart_trials",2,30,600,5,"3 | 9 | 7","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_distractor_orientation_deg","integer","all_trials | sart_trials",2,60,600,10,"90 | 0","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_correct","logical","all_trials | sart_trials",2,214,600,35.67,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_event","character","all_trials | sart_trials",2,36,600,6,"start | stop","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_key","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_onset_iso","character","all_trials | sart_trials",2,214,600,35.67,"2026-04-17T02:14:43.075Z | 2026-04-17T02:14:45.460Z | 2026-04-17T02:14:48.310Z","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_onset_ms","numeric","all_trials | sart_trials",2,214,600,35.67,"4665 | 7049.40000009537 | 9899.30000007153","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_onset_unix_ms","integer","all_trials | sart_trials",2,214,600,35.67,"1776392083075 | 1776392085460 | 1776392088310","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_paused_during_choice_phase","logical","all_trials | sart_trials",2,3,600,0.5,"FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_responded","logical","all_trials | sart_trials",2,214,600,35.67,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_response_count","integer","all_trials | sart_trials",2,214,600,35.67,"1 | 0","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_response_key","character","all_trials | sart_trials",2,214,600,35.67,"space","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_rt_ms","numeric","all_trials | sart_trials",2,188,600,31.33,"308.700000047684 | 357.299999952316 | 351.399999976158","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_segment_id","character","all_trials | sart_trials",2,250,600,41.67,"drt_1 | drt_2 | drt_3","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_segment_label","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_settings_drt_display_mode","character","all_trials | sart_trials",2,18,600,3,"screen_border","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_settings_location","character","all_trials | sart_trials",2,18,600,3,"top-right","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_settings_max_iti_ms","integer","all_trials | sart_trials",2,18,600,3,"4000","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_settings_max_rt_ms","integer","all_trials | sart_trials",2,18,600,3,"2500","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_settings_min_iti_ms","integer","all_trials | sart_trials",2,18,600,3,"2000","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_settings_min_rt_ms","integer","all_trials | sart_trials",2,18,600,3,"100","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_settings_response_key","character","all_trials | sart_trials",2,18,600,3,"space","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_settings_segment_label","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_settings_size_percent_of_screen","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_settings_size_px","integer","all_trials | sart_trials",2,18,600,3,"18 | 30","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_settings_stimulus_color","character","all_trials | sart_trials",2,18,600,3,"#ff3b3b","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_settings_stimulus_duration_ms","integer","all_trials | sart_trials",2,18,600,3,"1000","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_settings_stimulus_type","character","all_trials | sart_trials",2,18,600,3,"square","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_stimulus_index","integer","all_trials | sart_trials",2,214,600,35.67,"1 | 2 | 3","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_drt_trial_number","integer","all_trials | sart_trials",2,214,600,35.67,"1 | 2 | 3","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_end_reason","character","all_trials | sart_trials",2,60,600,10,"response","Continuous trial-level end reason."
"sart","trial_ended_reason","character","all_trials | sart_trials",2,85,600,14.17,"timeout | end_key | submit","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_experiment_type","character","all_trials | sart_trials",2,291,600,48.5,"continuous | trial-based","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_frames_count","integer","all_trials | sart_trials",2,20,600,3.33,"3 | 20 | 19","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_index","integer","all_trials | sart_trials",2,350,600,58.33,"0 | 1 | 2","Sequential trial index in the exported timeline."
"sart","trial_is_nogo","logical","all_trials | sart_trials",2,30,600,5,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_left_value","character","all_trials | sart_trials",2,60,600,10,"neutral","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_no_response","logical","all_trials | sart_trials",2,60,600,10,"FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_nogo_digit","integer","all_trials | sart_trials",2,30,600,5,"3","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_num_correct","integer","all_trials | sart_trials",2,3,600,0.5,"2 | 3 | 4","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_num_false_alarms","integer","all_trials | sart_trials",2,3,600,0.5,"2 | 1 | 0","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_num_missed","integer","all_trials | sart_trials",2,3,600,0.5,"2 | 1 | 0","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_num_objects","integer","all_trials | sart_trials",2,3,600,0.5,"8","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_num_targets","integer","all_trials | sart_trials",2,3,600,0.5,"4","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_phase_at_watchdog","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_plugin_type","character","all_trials | sart_trials",2,600,600,100,"soc-dashboard | html-keyboard-response | gabor-trial","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_plugin_version","character","all_trials | sart_trials",2,350,600,58.33,"0.6.7 | 2.1.0 | 1.0.0","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_probe_object_index","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_probe_object_is_target","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_recognition_correct","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_recognition_is_yes","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_recognition_probe_count","integer","all_trials | sart_trials",2,3,600,0.5,"0","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_recognition_probe_indices","json-string","all_trials | sart_trials",2,3,600,0.5,"[]","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_recognition_response","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_recognition_response_key","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_recognition_trials","json-string","all_trials | sart_trials",2,3,600,0.5,"[]","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_render_error_message","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_response","character","all_trials | sart_trials",2,8,600,1.33,"Enter","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_response_key","character","all_trials | sart_trials",2,60,600,10,"j | f","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_response_registered","logical","all_trials | sart_trials",2,60,600,10,"TRUE","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_response_task","character","all_trials | sart_trials",2,60,600,10,"discriminate_tilt","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_responses_mw_focus","character","all_trials | sart_trials",2,2,600,0.33,"On Task","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_responses_q1","character","all_trials | sart_trials",2,15,600,2.5,"On Task | 1 – On task | 2 - Task-related interference","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_responses_q2","character","all_trials | sart_trials",2,3,600,0.5,"3 - Neither positive nor negative | 2 - Negative","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_reward_base_points","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_reward_bonus_points","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_reward_points_awarded","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_reward_rt_tier","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_reward_scoring_mode","character","all_trials | sart_trials",2,60,600,10,"tiered","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_reward_target_value","character","all_trials | sart_trials",2,60,600,10,"neutral","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_right_value","character","all_trials | sart_trials",2,60,600,10,"neutral","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_rt","integer","all_trials | sart_trials",2,51,600,8.5,"568 | 8385 | 2560","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_rt_first_response_ms","numeric","all_trials | sart_trials",2,3,600,0.5,"901.399999991059 | 797.399999991059 | 846.29999999702","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_rt_ms","integer","all_trials | sart_trials",2,107,600,17.83,"500 | 849 | 677","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_segment_index","integer","all_trials | sart_trials",2,20,600,3.33,"1 | 2 | 3","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_selected_objects","json-string","all_trials | sart_trials",2,3,600,0.5,"[4,6,3,0] | [1,5,3,6] | [5,2,1,4]","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_source_component_identity","character","all_trials | sart_trials",2,40,600,6.67,"gabor-trial@1.1 | gabor-trial@1.0","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_source_component_label","mostly-empty","all_trials | sart_trials",2,0,600,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_source_component_type","character","all_trials | sart_trials",2,40,600,6.67,"gabor-trial","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_source_timeline_path_text","numeric","all_trials | sart_trials",2,40,600,6.67,"1.1 | 1.0","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_spatial_cue","character","all_trials | sart_trials",2,60,600,10,"none","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_stimulus","character","all_trials | sart_trials",2,51,600,8.5,"<div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p>This experi | <div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p>This experi | <div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p style='text","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_target_location","character","all_trials | sart_trials",2,60,600,10,"right | left","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_target_present","logical","all_trials | sart_trials",2,60,600,10,"TRUE","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_target_tilt_deg","integer","all_trials | sart_trials",2,60,600,10,"45 | -45","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_task_type","character","all_trials | sart_trials",2,600,600,100,"soc-dashboard | rdm | gabor","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_time_elapsed","integer","all_trials | sart_trials",2,350,600,58.33,"12002 | 12804 | 12803","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_trial_index","integer","all_trials | sart_trials",2,350,600,58.33,"0 | 1 | 2","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_trial_row_index","integer","all_trials | sart_trials",2,130,600,21.67,"0 | 1 | 2","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_trial_type","character","all_trials | sart_trials",2,350,600,58.33,"soc-dashboard | html-keyboard-response | gabor","Flattened scalar copied from raw trial payload (trial.*)."
"sart","trial_type","character","all_trials | sart_trials",2,350,600,58.33,"soc-dashboard | html-keyboard-response | gabor","jsPsych trial type identifier."
"sart","trial_watchdog_triggered","logical","all_trials | sart_trials",2,60,600,10,"FALSE","Flattened scalar copied from raw trial payload (trial.*)."
