"task","field_name","detected_type","appears_in_tables","table_count","non_null_rows","total_rows","coverage_pct","sample_values","description"
"gabor","response_side","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Participant chosen side/category label."
"gabor","rt_ms","numeric","all_trials | gabor_trials",2,209,760,27.5,"568 | 8385 | 2560","Response time in milliseconds for this trial/event."
"gabor","run_session_id","character","all_trials | gabor_trials",2,752,760,98.95,"07eb0fb3-9d05-4b6c-8703-4d59d9567281 | 1c4ff8cf-202b-42c8-912e-2d064adbeba8 | 2ad53a4d-f9e9-41f6-bb07-0cc2a71d28e9","Run session UUID from portal wrapper when present."
"gabor","run_status","character","all_trials | gabor_trials",2,752,760,98.95,"completed","Run completion status from portal wrapper."
"gabor","source_format","character","all_trials | gabor_trials",2,760,760,100,"jspsych-array | cogflow-run-json-wrapper | cogflow-run-csv","Detected source envelope format (wrapper/json/csv/jsPsych array)."
"gabor","started_at","character","all_trials | gabor_trials",2,246,760,32.37,"2026-04-15T05:47:37.970943Z | 2026-04-20T18:53:41.254577Z | 2026-04-15T13:40:34.783294Z","Run start timestamp from wrapper."
"gabor","stimulus","character","all_trials | gabor_trials",2,55,760,7.24,"<div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p>This experi | <div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p>This experi | <div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p style='text","Stimulus content captured in trial row."
"gabor","study_slug","character","all_trials | gabor_trials",2,506,760,66.58,"soc-sart-test-2 | soc-test-1 | rdm-test-0001","Study slug/code from portal wrapper when present."
"gabor","survey_responses_json","json-string","all_trials | gabor_trials",2,16,760,2.11,"{""q1"":""On Task""} | {""q1"":""1 – On task"",""q2"":null} | {""q1"":""2 - Task-related interference"",""q2"":null}","Survey responses encoded as JSON string."
"gabor","task_type","character","all_trials | gabor_trials",2,760,760,100,"soc-dashboard | rdm | gabor","Task type label attached to trial (or envelope fallback)."
"gabor","time_elapsed","integer","all_trials | gabor_trials",2,510,760,67.11,"12002 | 12804 | 12803","Elapsed time since task/run start at this row."
"gabor","trial__block_index","integer","all_trials | gabor_trials",2,120,760,15.79,"0 | 1 | 2","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial__block_source_index","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial__generated_from_block","logical","all_trials | gabor_trials",2,120,760,15.79,"TRUE","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_accuracy","logical","all_trials | gabor_trials",2,120,760,15.79,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_active_app","character","all_trials | gabor_trials",2,15,760,1.97,"tasks","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_adaptive_mode","character","all_trials | gabor_trials",2,120,760,15.79,"quest","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_adaptive_parameter","character","all_trials | gabor_trials",2,120,760,15.79,"contrast","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_adaptive_value","numeric","all_trials | gabor_trials",2,120,760,15.79,"0.438424067747088 | 0.432666674985725 | 0.42699709566055","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_clicks","json-string","all_trials | gabor_trials",2,3,760,0.39,"[{""x"":460,""y"":139.75,""t_ms"":901.3999999910593,""object_hit"":true,""object_idx"":4},{""x"":544,""y"":155.75,""t_ms"":1297.59999999 | [{""x"":599,""y"":463.75,""t_ms"":797.3999999910593,""object_hit"":true,""object_idx"":1},{""x"":616,""y"":422.75,""t_ms"":1073.39999999 | [{""x"":184,""y"":23.75,""t_ms"":846.2999999970198,""object_hit"":false,""object_idx"":-1},{""x"":205,""y"":55.75,""t_ms"":1259,""object_","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_code","character","all_trials | gabor_trials",2,500,760,65.79,"soc-sart-test-2 | soc-test-1 | sart-feedback","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_config_id","character","all_trials | gabor_trials",2,510,760,67.11,"sample_soc_mw_probe_smoke | soc-sart-test-2 | v2026-05-05","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_correct","logical","all_trials | gabor_trials",2,135,760,17.76,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_correct_key","character","all_trials | gabor_trials",2,120,760,15.79,"j | f","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_correctness","logical","all_trials | gabor_trials",2,120,760,15.79,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_cue_delay_ms","integer","all_trials | gabor_trials",2,120,760,15.79,"157 | 127 | 106","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_digit","integer","all_trials | gabor_trials",2,15,760,1.97,"3 | 9 | 7","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_distractor_orientation_deg","integer","all_trials | gabor_trials",2,120,760,15.79,"90 | 0","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_correct","logical","all_trials | gabor_trials",2,214,760,28.16,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_event","character","all_trials | gabor_trials",2,36,760,4.74,"start | stop","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_key","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_onset_iso","character","all_trials | gabor_trials",2,214,760,28.16,"2026-04-17T02:14:43.075Z | 2026-04-17T02:14:45.460Z | 2026-04-17T02:14:48.310Z","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_onset_ms","numeric","all_trials | gabor_trials",2,214,760,28.16,"4665 | 7049.40000009537 | 9899.30000007153","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_onset_unix_ms","integer","all_trials | gabor_trials",2,214,760,28.16,"1776392083075 | 1776392085460 | 1776392088310","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_paused_during_choice_phase","logical","all_trials | gabor_trials",2,3,760,0.39,"FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_responded","logical","all_trials | gabor_trials",2,214,760,28.16,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_response_count","integer","all_trials | gabor_trials",2,214,760,28.16,"1 | 0","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_response_key","character","all_trials | gabor_trials",2,214,760,28.16,"space","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_rt_ms","numeric","all_trials | gabor_trials",2,188,760,24.74,"308.700000047684 | 357.299999952316 | 351.399999976158","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_segment_id","character","all_trials | gabor_trials",2,250,760,32.89,"drt_1 | drt_2 | drt_3","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_segment_label","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_settings_drt_display_mode","character","all_trials | gabor_trials",2,18,760,2.37,"screen_border","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_settings_location","character","all_trials | gabor_trials",2,18,760,2.37,"top-right","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_settings_max_iti_ms","integer","all_trials | gabor_trials",2,18,760,2.37,"4000","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_settings_max_rt_ms","integer","all_trials | gabor_trials",2,18,760,2.37,"2500","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_settings_min_iti_ms","integer","all_trials | gabor_trials",2,18,760,2.37,"2000","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_settings_min_rt_ms","integer","all_trials | gabor_trials",2,18,760,2.37,"100","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_settings_response_key","character","all_trials | gabor_trials",2,18,760,2.37,"space","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_settings_segment_label","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_settings_size_percent_of_screen","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_settings_size_px","integer","all_trials | gabor_trials",2,18,760,2.37,"18 | 30","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_settings_stimulus_color","character","all_trials | gabor_trials",2,18,760,2.37,"#ff3b3b","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_settings_stimulus_duration_ms","integer","all_trials | gabor_trials",2,18,760,2.37,"1000","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_settings_stimulus_type","character","all_trials | gabor_trials",2,18,760,2.37,"square","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_stimulus_index","integer","all_trials | gabor_trials",2,214,760,28.16,"1 | 2 | 3","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_drt_trial_number","integer","all_trials | gabor_trials",2,214,760,28.16,"1 | 2 | 3","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_end_reason","character","all_trials | gabor_trials",2,120,760,15.79,"response","Continuous trial-level end reason."
"gabor","trial_ended_reason","character","all_trials | gabor_trials",2,69,760,9.08,"timeout | end_key | submit","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_experiment_type","character","all_trials | gabor_trials",2,291,760,38.29,"continuous | trial-based","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_frames_count","integer","all_trials | gabor_trials",2,20,760,2.63,"3 | 20 | 19","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_index","integer","all_trials | gabor_trials",2,510,760,67.11,"0 | 1 | 2","Sequential trial index in the exported timeline."
"gabor","trial_is_nogo","logical","all_trials | gabor_trials",2,15,760,1.97,"TRUE | FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_left_value","character","all_trials | gabor_trials",2,120,760,15.79,"neutral","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_no_response","logical","all_trials | gabor_trials",2,120,760,15.79,"FALSE","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_nogo_digit","integer","all_trials | gabor_trials",2,15,760,1.97,"3","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_num_correct","integer","all_trials | gabor_trials",2,3,760,0.39,"2 | 3 | 4","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_num_false_alarms","integer","all_trials | gabor_trials",2,3,760,0.39,"2 | 1 | 0","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_num_missed","integer","all_trials | gabor_trials",2,3,760,0.39,"2 | 1 | 0","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_num_objects","integer","all_trials | gabor_trials",2,3,760,0.39,"8","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_num_targets","integer","all_trials | gabor_trials",2,3,760,0.39,"4","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_phase_at_watchdog","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_plugin_type","character","all_trials | gabor_trials",2,760,760,100,"soc-dashboard | html-keyboard-response | gabor-trial","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_plugin_version","character","all_trials | gabor_trials",2,510,760,67.11,"0.6.7 | 2.1.0 | 1.0.0","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_probe_object_index","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_probe_object_is_target","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_recognition_correct","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_recognition_is_yes","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_recognition_probe_count","integer","all_trials | gabor_trials",2,3,760,0.39,"0","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_recognition_probe_indices","json-string","all_trials | gabor_trials",2,3,760,0.39,"[]","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_recognition_response","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_recognition_response_key","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_recognition_trials","json-string","all_trials | gabor_trials",2,3,760,0.39,"[]","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_render_error_message","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_response","character","all_trials | gabor_trials",2,6,760,0.79,"Enter","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_response_key","character","all_trials | gabor_trials",2,120,760,15.79,"j | f","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_response_registered","logical","all_trials | gabor_trials",2,120,760,15.79,"TRUE","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_response_task","character","all_trials | gabor_trials",2,120,760,15.79,"discriminate_tilt","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_responses_mw_focus","character","all_trials | gabor_trials",2,1,760,0.13,"On Task","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_responses_q1","character","all_trials | gabor_trials",2,15,760,1.97,"On Task | 1 – On task | 2 - Task-related interference","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_responses_q2","character","all_trials | gabor_trials",2,3,760,0.39,"3 - Neither positive nor negative | 2 - Negative","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_reward_base_points","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_reward_bonus_points","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_reward_points_awarded","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_reward_rt_tier","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_reward_scoring_mode","character","all_trials | gabor_trials",2,120,760,15.79,"tiered","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_reward_target_value","character","all_trials | gabor_trials",2,120,760,15.79,"neutral","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_right_value","character","all_trials | gabor_trials",2,120,760,15.79,"neutral","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_rt","integer","all_trials | gabor_trials",2,55,760,7.24,"568 | 8385 | 2560","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_rt_first_response_ms","numeric","all_trials | gabor_trials",2,3,760,0.39,"901.399999991059 | 797.399999991059 | 846.29999999702","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_rt_ms","integer","all_trials | gabor_trials",2,151,760,19.87,"500 | 849 | 677","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_segment_index","integer","all_trials | gabor_trials",2,20,760,2.63,"1 | 2 | 3","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_selected_objects","json-string","all_trials | gabor_trials",2,3,760,0.39,"[4,6,3,0] | [1,5,3,6] | [5,2,1,4]","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_source_component_identity","character","all_trials | gabor_trials",2,80,760,10.53,"gabor-trial@1.1 | gabor-trial@1.0","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_source_component_label","mostly-empty","all_trials | gabor_trials",2,0,760,0,,"Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_source_component_type","character","all_trials | gabor_trials",2,80,760,10.53,"gabor-trial","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_source_timeline_path_text","numeric","all_trials | gabor_trials",2,80,760,10.53,"1.1 | 1.0","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_spatial_cue","character","all_trials | gabor_trials",2,120,760,15.79,"none","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_stimulus","character","all_trials | gabor_trials",2,55,760,7.24,"<div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p>This experi | <div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p>This experi | <div class=""psy-wrap"">
          <div class=""psy-stage"">
            <div class=""psy-text"">
              <p style='text","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_target_location","character","all_trials | gabor_trials",2,120,760,15.79,"right | left","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_target_present","logical","all_trials | gabor_trials",2,120,760,15.79,"TRUE","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_target_tilt_deg","integer","all_trials | gabor_trials",2,120,760,15.79,"45 | -45","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_task_type","character","all_trials | gabor_trials",2,760,760,100,"soc-dashboard | rdm | gabor","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_time_elapsed","integer","all_trials | gabor_trials",2,510,760,67.11,"12002 | 12804 | 12803","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_trial_index","integer","all_trials | gabor_trials",2,510,760,67.11,"0 | 1 | 2","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_trial_row_index","integer","all_trials | gabor_trials",2,246,760,32.37,"0 | 1 | 2","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_trial_type","character","all_trials | gabor_trials",2,510,760,67.11,"soc-dashboard | html-keyboard-response | gabor","Flattened scalar copied from raw trial payload (trial.*)."
"gabor","trial_type","character","all_trials | gabor_trials",2,510,760,67.11,"soc-dashboard | html-keyboard-response | gabor","jsPsych trial type identifier."
"gabor","trial_watchdog_triggered","logical","all_trials | gabor_trials",2,120,760,15.79,"FALSE","Flattened scalar copied from raw trial payload (trial.*)."
